time, gyro_x, gyro_y, gyro_z, accel_x, accel_y, accel_z
[0:03:03.600000], 111, 132, 29, 4390, 1109, 16432
[0:03:03.700000], 116, 116, 46, 4765, 1157, 16455
[0:03:03.800000], 125, 118, 19, 4897, 1065, 16237
[0:03:03.900000], 119, 114, 15, 4557, 1014, 16482
[0:03:04], 117, 106, 44, 4653, 856, 16259
[0:03:04.100000], 114, 115, 28, 4765, 778, 16453
[0:03:04.200000], 133, 122, 25, 4770, 894, 16332
[0:03:04.300000], 116, 117, 33, 4810, 480, 16261
[0:03:04.400000], 140, 127, 20, 4711, 746, 16351
[0:03:04.500000], 132, 111, 14, 4763, 749, 16240
[0:03:04.600000], 123, 104, 36, 4940, 614, 16309
[0:03:04.700000], 127, 107, 18, 4790, 505, 16509
[0:03:04.800000], 127, 117, 24, 5053, 287, 16296
[0:03:04.900000], 127, 123, 36, 4749, -24, 16399
[0:03:05], 149, 94, 12, 4856, 255, 16245
[0:03:05.100000], 140, 108, 33, 5227, -223, 16358
[0:03:05.200000], 133, 109, 26, 4884, 46, 16387
[0:03:05.300000], 157, 94, 15, 5019, -306, 16520
[0:03:05.400000], 134, 90, 24, 4875, -425, 16506
[0:03:05.500000], 146, 106, 0, 5203, -475, 16485
[0:03:05.600000], 153, 108, 6, 4984, -486, 16455
[0:03:05.700000], 162, 89, 24, 4702, -530, 16305
[0:03:05.800000], 139, 86, 0, 4867, -794, 16512
[0:03:05.900000], 163, 90, 5, 4948, -803, 16362
[0:03:06], 153, 87, 19, 5049, -742, 16294
[0:03:06.100000], 150, 94, 2, 4887, -1047, 16248
[0:03:06.200000], 163, 84, 19, 4556, -884, 16430
[0:03:06.300000], 177, 92, -4, 4666, -917, 16500
[0:03:06.400000], 149, 78, -1, 4873, -1236, 16465
[0:03:06.500000], 180, 84, 6, 4833, -1100, 16496
[0:03:06.600000], 161, 77, -2, 4545, -1104, 16343
[0:03:06.700000], 167, 74, 5, 4419, -1154, 16364
[0:03:06.800000], 168, 68, 9, 4305, -1329, 16336
[0:03:06.900000], 163, 68, 16, 4549, -1347, 16342
[0:03:07], 160, 70, -9, 4335, -1251, 16315
[0:03:07.100000], 177, 59, 10, 4342, -1616, 16400
[0:03:07.200000], 165, 56, 6, 4127, -1637, 16531
[0:03:07.300000], 188, 77, -6, 4015, -1943, 16508
[0:03:07.400000], 182, 53, -9, 3815, -1842, 16252
[0:03:07.500000], 169, 69, 8, 3969, -1685, 16444
[0:03:07.600000], 167, 55, -11, 3727, -2124, 16369
[0:03:07.700000], 191, 51, 4, 3769, -1942, 16402
[0:03:07.800000], 181, 46, -19, 3635, -1958, 16352
[0:03:07.900000], 178, 68, -8, 3624, -2257, 16473
[0:03:08], 181, 43, -22, 3226, -2229, 16413
[0:03:08.100000], 175, 40, -4, 3560, -2421, 16424
[0:03:08.200000], 197, 44, 0, 3246, -2240, 16240
[0:03:08.300000], 196, 43, -27, 3104, -2467, 16437
[0:03:08.400000], 192, 38, -15, 3105, -2151, 16442
[0:03:08.500000], 196, 51, -8, 2703, -2268, 16271
[0:03:08.600000], 181, 31, -2, 2695, -2678, 16531
[0:03:08.700000], 184, 39, -8, 2492, -2469, 16446
[0:03:08.800000], 187, 51, -14, 2419, -2639, 16329
[0:03:08.900000], 180, 44, -7, 2594, -2639, 16313
[0:03:09], 195, 23, -32, 2237, -2816, 16328
[0:03:09.100000], 187, 40, -32, 2303, -2760, 16240
[0:03:09.200000], 203, 43, -32, 2178, -2954, 16245
[0:03:09.300000], 198, 45, -20, 2151, -2847, 16355
[0:03:09.400000], 210, 21, -13, 1728, -2666, 16404
[0:03:09.500000], 187, 33, -27, 1935, -2658, 16499
[0:03:09.600000], 211, 28, -19, 1744, -2950, 16402
[0:03:09.700000], 189, 33, -33, 1644, -2935, 16451
[0:03:09.800000], 185, 11, -41, 1199, -2646, 16522
[0:03:09.900000], 201, 30, -31, 1190, -2679, 16376
[0:03:10], 213, 2, -31, 919, -2768, 16483
[0:03:10.100000], 213, 21, -43, 966, -3020, 16311
[0:03:10.200000], 206, -1, -29, 803, -2980, 16487
[0:03:10.300000], 207, 20, -18, 674, -2837, 16354
[0:03:10.400000], 197, 10, -39, 522, -2939, 16529
[0:03:10.500000], 186, -7, -21, 336, -2860, 16371
[0:03:10.600000], 203, 10, -33, 35, -3097, 16316
[0:03:10.700000], 202, -2, -29, 249, -3201, 16367
[0:03:10.800000], 194, 12, -46, -178, -2988, 16439
[0:03:10.900000], 194, -6, -32, -187, -3220, 16507
[0:03:11], 184, -11, -54, -378, -2836, 16385
[0:03:11.100000], 209, -8, -40, -704, -3147, 16274
[0:03:11.200000], 207, -16, -35, -750, -2805, 16430
[0:03:11.300000], 214, -7, -47, -816, -2792, 16269
[0:03:11.400000], 210, -19, -45, -1026, -2722, 16419
[0:03:11.500000], 190, -30, -46, -1013, -2793, 16445
[0:03:11.600000], 195, -10, -51, -1390, -2879, 16415
[0:03:11.700000], 188, -30, -35, -1574, -2909, 16334
[0:03:11.800000], 201, -37, -39, -1663, -2772, 16479
[0:03:11.900000], 207, -13, -50, -1756, -2735, 16270
[0:03:12], 185, -30, -35, -1767, -2857, 16392
[0:03:12.100000], 184, -18, -61, -1801, -2887, 16454
[0:03:12.200000], 203, -27, -46, -1795, -2742, 16415
[0:03:12.300000], 200, -18, -43, -2191, -2646, 16509
[0:03:12.400000], 184, -36, -65, -2160, -2763, 16274
[0:03:12.500000], 189, -39, -48, -2328, -2532, 16507
[0:03:12.600000], 191, -44, -40, -2558, -2432, 16475
[0:03:12.700000], 181, -42, -41, -2667, -2415, 16261
[0:03:12.800000], 176, -29, -68, -2577, -2517, 16490
[0:03:12.900000], 176, -37, -48, -2697, -2547, 16287
[0:03:13], 176, -40, -45, -2865, -2340, 16426
[0:03:13.100000], 191, -49, -47, -3209, -2509, 16518
[0:03:13.200000], 190, -53, -65, -2978, -2389, 16364
[0:03:13.300000], 189, -39, -68, -3476, -2241, 16331
[0:03:13.400000], 177, -45, -64, -3575, -1995, 16348
[0:03:13.500000], 190, -54, -59, -3401, -2170, 16520
[0:03:13.600000], 193, -69, -73, -3446, -1996, 16239
[0:03:13.700000], 194, -68, -78, -3598, -2075, 16482
[0:03:13.800000], 170, -58, -72, -3990, -1735, 16424
[0:03:13.900000], 167, -53, -54, -3699, -2054, 16409
[0:03:14], 179, -65, -60, -3785, -2077, 16438
[0:03:14.100000], 184, -63, -65, -3902, -1550, 16521
[0:03:14.200000], 163, -59, -68, -4009, -1461, 16331
[0:03:14.300000], 183, -85, -54, -4379, -1825, 16523
[0:03:14.400000], 166, -69, -64, -4495, -1671, 16311
[0:03:14.500000], 162, -79, -77, -4162, -1515, 16464
[0:03:14.600000], 176, -68, -72, -4235, -1598, 16403
[0:03:14.700000], 180, -72, -78, -4290, -1124, 16408
[0:03:14.800000], 162, -72, -82, -4418, -1159, 16365
[0:03:14.900000], 152, -96, -83, -4492, -1424, 16341
[0:03:15], 162, -77, -80, -4805, -1223, 16482
[0:03:15.100000], 152, -95, -64, -4660, -1241, 16432
[0:03:15.200000], 167, -87, -64, -4557, -896, 16270
[0:03:15.300000], 161, -89, -78, -4665, -690, 16368
[0:03:15.400000], 155, -92, -66, -4792, -858, 16255
[0:03:15.500000], 153, -78, -86, -4682, -736, 16371
[0:03:15.600000], 162, -83, -71, -5014, -603, 16404
[0:03:15.700000], 141, -84, -84, -4997, -294, 16422
[0:03:15.800000], 155, -92, -86, -5153, -412, 16235
[0:03:15.900000], 148, -87, -90, -5153, -219, 16395
[0:03:16], 161, -107, -96, -5083, -345, 16390
[0:03:16.100000], 131, -102, -92, -5216, -433, 16297
[0:03:16.200000], 157, -114, -95, -4987, -38, 16263
[0:03:16.300000], 127, -113, -90, -5086, 59, 16409
[0:03:16.400000], 129, -96, -79, -4958, 200, 16374
[0:03:16.500000], 138, -118, -97, -5233, 328, 16529
[0:03:16.600000], 147, -106, -72, -4744, 248, 16507
[0:03:16.700000], 123, -108, -84, -4997, 504, 16292
[0:03:16.800000], 123, -113, -100, -5178, 315, 16438
[0:03:16.900000], 135, -104, -97, -4759, 634, 16391
[0:03:17], 117, -109, -96, -4767, 478, 16462
[0:03:17.100000], 132, -106, -76, -4693, 571, 16465
[0:03:17.200000], 108, -102, -75, -4664, 945, 16410
[0:03:17.300000], 132, -112, -82, -5069, 873, 16466
[0:03:17.400000], 122, -119, -80, -4574, 724, 16400
[0:03:17.500000], 103, -133, -103, -4575, 891, 16488
[0:03:17.600000], 104, -117, -89, -4681, 1069, 16440
[0:03:17.700000], 99, -116, -91, -4503, 1330, 16237
[0:03:17.800000], 108, -139, -88, -4377, 1365, 16352
[0:03:17.900000], 95, -124, -102, -4658, 1040, 16524
[0:03:18], 95, -138, -108, -4443, 1364, 16301
[0:03:18.100000], 107, -141, -106, -4390, 1541, 16402
[0:03:18.200000], 88, -128, -110, -4555, 1597, 16522
[0:03:18.300000], 84, -117, -91, -4231, 1523, 16258
[0:03:18.400000], 102, -120, -96, -4263, 1426, 16381
[0:03:18.500000], 90, -144, -99, -4053, 1665, 16393
[0:03:18.600000], 97, -146, -99, -4156, 1565, 16374
[0:03:18.700000], 81, -123, -90, -4068, 1704, 16293
[0:03:18.800000], 90, -135, -87, -4010, 2018, 16530
[0:03:18.900000], 82, -144, -103, -3674, 1714, 16513
[0:03:19], 72, -125, -111, -3741, 1782, 16246
[0:03:19.100000], 92, -153, -106, -3615, 2276, 16345
[0:03:19.200000], 62, -153, -98, -3424, 2182, 16512
[0:03:19.300000], 73, -131, -96, -3408, 2242, 16451
[0:03:19.400000], 57, -142, -93, -3291, 2057, 16501
[0:03:19.500000], 61, -131, -91, -3270, 2422, 16360
[0:03:19.600000], 54, -139, -110, -2992, 2156, 16288
[0:03:19.700000], 52, -153, -112, -2961, 2612, 16378
[0:03:19.800000], 66, -158, -105, -2985, 2575, 16474
[0:03:19.900000], 51, -133, -117, -2759, 2686, 16312
[0:03:20], 40, -137, -91, -2684, 2628, 16258
[0:03:20.100000], 53, -153, -118, -2710, 2635, 16361
[0:03:20.200000], 39, -141, -101, -2341, 2563, 16300
[0:03:20.300000], 32, -138, -102, -2228, 2782, 16434
[0:03:20.400000], 57, -142, -107, -2294, 2845, 16466
[0:03:20.500000], 44, -157, -113, -1832, 2593, 16365
[0:03:20.600000], 51, -155, -121, -1840, 2975, 16425
[0:03:20.700000], 47, -155, -121, -1813, 2901, 16393
[0:03:20.800000], 25, -133, -94, -1728, 2718, 16261
[0:03:20.900000], 18, -142, -114, -1624, 2906, 16314
[0:03:21], 12, -147, -106, -1518, 3001, 16314
[0:03:21.100000], 39, -135, -109, -1206, 2716, 16299
[0:03:21.200000], 12, -158, -101, -1152, 3162, 16363
[0:03:21.300000], 18, -142, -110, -1077, 2711, 16476
[0:03:21.400000], 26, -155, -97, -760, 2741, 16440
[0:03:21.500000], 3, -140, -100, -662, 2874, 16372
[0:03:21.600000], 0, -146, -105, -536, 3158, 16414
[0:03:21.700000], 17, -141, -110, -593, 2772, 16317
[0:03:21.800000], 19, -161, -116, -281, 2934, 16472
[0:03:21.900000], -12, -139, -101, 92, 2814, 16413
[0:03:22], 0, -155, -102, 31, 3149, 16324
[0:03:22.100000], -2, -161, -125, 71, 3079, 16388
[0:03:22.200000], -7, -157, -119, 111, 2941, 16249
[0:03:22.300000], 5, -161, -121, 630, 2881, 16434
[0:03:22.400000], -26, -139, -125, 786, 2936, 16272
[0:03:22.500000], -18, -141, -121, 946, 2990, 16263
[0:03:22.600000], -31, -148, -128, 1114, 3154, 16247
[0:03:22.700000], -14, -149, -123, 1156, 2706, 16457
[0:03:22.800000], -21, -136, -109, 1148, 3006, 16355
[0:03:22.900000], -17, -135, -116, 1129, 3087, 16360
[0:03:23], -31, -156, -102, 1544, 2987, 16456
[0:03:23.100000], -43, -136, -112, 1560, 2863, 16480
[0:03:23.200000], -36, -133, -102, 1558, 2755, 16272
[0:03:23.300000], -50, -143, -121, 1894, 2707, 16423
[0:03:23.400000], -36, -146, -103, 1990, 2983, 16375
[0:03:23.500000], -36, -144, -126, 1893, 2818, 16523
[0:03:23.600000], -52, -159, -125, 2414, 2628, 16462
[0:03:23.700000], -53, -154, -103, 2547, 2812, 16403
[0:03:23.800000], -59, -154, -127, 2311, 2800, 16337
[0:03:23.900000], -62, -135, -108, 2372, 2660, 16475
[0:03:24], -60, -138, -103, 2783, 2725, 16338
[0:03:24.100000], -64, -144, -124, 2594, 2625, 16493
[0:03:24.200000], -61, -150, -104, 2811, 2423, 16464
[0:03:24.300000], -70, -141, -128, 3109, 2483, 16399
[0:03:24.400000], -66, -155, -129, 3393, 2238, 16241
[0:03:24.500000], -60, -152, -118, 3199, 2112, 16464
[0:03:24.600000], -86, -146, -110, 3300, 2375, 16489
[0:03:24.700000], -76, -152, -106, 3517, 2188, 16452
[0:03:24.800000], -85, -148, -130, 3697, 2248, 16490
[0:03:24.900000], -79, -123, -106, 3824, 1863, 16477
[0:03:25], -76, -144, -113, 3600, 1750, 16518
[0:03:25.100000], -82, -146, -119, 3910, 2043, 16277
[0:03:25.200000], -92, -144, -113, 4085, 1986, 16484
[0:03:25.300000], -83, -119, -129, 4272, 1710, 16521
[0:03:25.400000], -88, -132, -130, 3898, 1721, 16399
[0:03:25.500000], -91, -138, -113, 4298, 1883, 16516
[0:03:25.600000], -108, -127, -106, 4086, 1321, 16404
[0:03:25.700000], -97, -124, -124, 4253, 1622, 16341
[0:03:25.800000], -92, -128, -121, 4354, 1605, 16468
[0:03:25.900000], -117, -125, -133, 4295, 1351, 16294
[0:03:26], -98, -135, -122, 4351, 1352, 16453
[0:03:26.100000], -98, -132, -128, 4697, 1377, 16419
[0:03:26.200000], -110, -120, -129, 4849, 1218, 16250
[0:03:26.300000], -112, -109, -125, 4756, 820, 16400
[0:03:26.400000], -120, -111, -104, 4918, 720, 16379
[0:03:26.500000], -116, -123, -134, 4896, 889, 16351
[0:03:26.600000], -119, -110, -122, 5046, 1052, 16366
[0:03:26.700000], -136, -113, -129, 4727, 506, 16495
[0:03:26.800000], -115, -122, -130, 4764, 869, 16403
[0:03:26.900000], -127, -113, -125, 5025, 699, 16275
[0:03:27], -138, -119, -124, 5146, 671, 16294
[0:03:27.100000], -122, -99, -109, 4901, 251, 16523
[0:03:27.200000], -139, -126, -114, 4794, 240, 16338
[0:03:27.300000], -125, -99, -119, 4793, 461, 16458
[0:03:27.400000], -132, -119, -130, 4771, 85, 16484
[0:03:27.500000], -133, -105, -109, 4959, -9, 16450
[0:03:27.600000], -128, -101, -116, 4863, 52, 16267
[0:03:27.700000], -146, -100, -132, 5223, -345, 16442
[0:03:27.800000], -146, -115, -129, 4767, -255, 16508
[0:03:27.900000], -145, -89, -104, 4798, -234, 16471
[0:03:28], -143, -109, -102, 4815, -557, 16463
[0:03:28.100000], -156, -87, -112, 4766, -520, 16295
[0:03:28.200000], -142, -101, -111, 4686, -699, 16377
[0:03:28.300000], -149, -109, -127, 4906, -739, 16265
[0:03:28.400000], -158, -99, -129, 4693, -573, 16459
[0:03:28.500000], -154, -79, -127, 4590, -985, 16530
[0:03:28.600000], -163, -88, -118, 5043, -695, 16268
[0:03:28.700000], -151, -76, -104, 4569, -798, 16531
[0:03:28.800000], -158, -91, -113, 4585, -1103, 16464
[0:03:28.900000], -154, -90, -111, 4515, -1120, 16374
[0:03:29], -179, -75, -123, 4586, -1271, 16270
[0:03:29.100000], -179, -69, -112, 4433, -1139, 16292
[0:03:29.200000], -171, -86, -100, 4387, -1420, 16240
[0:03:29.300000], -156, -72, -126, 4470, -1164, 16506
[0:03:29.400000], -175, -88, -127, 4391, -1391, 16339
[0:03:29.500000], -160, -58, -102, 4222, -1540, 16277
[0:03:29.600000], -174, -85, -110, 4165, -1851, 16305
[0:03:29.700000], -183, -67, -102, 4129, -1597, 16502
[0:03:29.800000], -173, -60, -118, 3816, -1638, 16315
[0:03:29.900000], -167, -74, -114, 3785, -1983, 16451
[0:03:30], -182, -79, -108, 3921, -2103, 16446
[0:03:30.100000], -174, -70, -105, 3843, -1994, 16474
[0:03:30.200000], -175, -65, -120, 3533, -1871, 16472
[0:03:30.300000], -184, -58, -106, 3566, -1826, 16476
[0:03:30.400000], -188, -68, -103, 3316, -2163, 16463
[0:03:30.500000], -188, -69, -103, 3462, -2081, 16433
[0:03:30.600000], -185, -44, -105, 3071, -2007, 16371
[0:03:30.700000], -183, -49, -107, 3326, -2370, 16235
[0:03:30.800000], -189, -61, -97, 3313, -2340, 16434
[0:03:30.900000], -189, -43, -100, 3177, -2285, 16286
[0:03:31], -187, -38, -116, 2673, -2333, 16296
[0:03:31.100000], -205, -41, -93, 2727, -2342, 16309
[0:03:31.200000], -200, -50, -99, 2423, -2570, 16482
[0:03:31.300000], -207, -28, -96, 2724, -2754, 16470
[0:03:31.400000], -179, -51, -118, 2261, -2703, 16323
[0:03:31.500000], -181, -30, -111, 2165, -2616, 16374
[0:03:31.600000], -181, -19, -109, 2333, -2958, 16530
[0:03:31.700000], -210, -36, -100, 2010, -2544, 16298
[0:03:31.800000], -196, -26, -91, 1877, -2822, 16324
[0:03:31.900000], -202, -39, -117, 1930, -2953, 16300
[0:03:32], -185, -18, -96, 1495, -2970, 16402
[0:03:32.100000], -209, -11, -106, 1307, -3014, 16486
[0:03:32.200000], -196, -22, -108, 1476, -2866, 16426
[0:03:32.300000], -186, -20, -117, 1331, -2937, 16365
[0:03:32.400000], -194, -4, -110, 1303, -2786, 16454
[0:03:32.500000], -204, -13, -111, 1191, -2870, 16359
[0:03:32.600000], -204, -1, -100, 1029, -3135, 16422
[0:03:32.700000], -199, -23, -99, 734, -2775, 16274
[0:03:32.800000], -207, 4, -106, 508, -3139, 16531
[0:03:32.900000], -197, 4, -109, 610, -3205, 16356
[0:03:33], -185, -8, -101, 82, -3115, 16338
[0:03:33.100000], -209, -7, -84, 197, -2930, 16462
[0:03:33.200000], -212, -14, -81, 211, -2803, 16254
[0:03:33.300000], -201, -6, -95, 12, -2758, 16381
[0:03:33.400000], -193, -3, -107, -394, -2887, 16433
[0:03:33.500000], -209, 20, -93, -627, -2893, 16519
[0:03:33.600000], -214, -2, -98, -487, -2929, 16370
[0:03:33.700000], -206, 13, -98, -519, -3149, 16273
[0:03:33.800000], -203, 6, -102, -697, -2753, 16247
[0:03:33.900000], -205, 9, -80, -1066, -2927, 16305
[0:03:34], -208, 17, -101, -1086, -2723, 16352
[0:03:34.100000], -200, 32, -93, -1462, -3126, 16310
[0:03:34.200000], -185, 23, -91, -1551, -2682, 16316
[0:03:34.300000], -201, 32, -103, -1356, -2773, 16530
[0:03:34.400000], -188, 21, -77, -1638, -2952, 16497
[0:03:34.500000], -192, 17, -97, -1589, -3017, 16373
[0:03:34.600000], -190, 21, -96, -1889, -2974, 16524
[0:03:34.700000], -209, 44, -80, -1875, -2789, 16395
[0:03:34.800000], -198, 37, -97, -2154, -2935, 16311
[0:03:34.900000], -201, 43, -89, -2080, -2688, 16323
[0:03:35], -193, 24, -72, -2441, -2757, 16333
[0:03:35.100000], -204, 46, -80, -2659, -2782, 16268
[0:03:35.200000], -192, 52, -74, -2437, -2304, 16475
[0:03:35.300000], -200, 40, -73, -2773, -2598, 16439
[0:03:35.400000], -204, 56, -92, -2819, -2657, 16302
[0:03:35.500000], -193, 44, -93, -3066, -2532, 16411
[0:03:35.600000], -185, 59, -85, -3045, -2385, 16430
[0:03:35.700000], -177, 36, -80, -3356, -2404, 16399
[0:03:35.800000], -188, 53, -69, -3502, -2025, 16470
[0:03:35.900000], -196, 54, -83, -3326, -2143, 16433
[0:03:36], -193, 62, -72, -3701, -2234, 16507
[0:03:36.100000], -182, 54, -86, -3407, -1864, 16408
[0:03:36.200000], -173, 67, -74, -3746, -1809, 16284
[0:03:36.300000], -170, 51, -90, -3906, -1941, 16279
[0:03:36.400000], -185, 77, -68, -4058, -1899, 16316
[0:03:36.500000], -174, 66, -72, -4119, -1644, 16350
[0:03:36.600000], -170, 82, -83, -4122, -1891, 16452
[0:03:36.700000], -187, 69, -63, -4410, -1698, 16287
[0:03:36.800000], -165, 62, -70, -4193, -1682, 16408
[0:03:36.900000], -188, 84, -75, -4232, -1368, 16510
[0:03:37], -162, 62, -65, -4470, -1210, 16286
[0:03:37.100000], -156, 65, -77, -4445, -1264, 16240
[0:03:37.200000], -173, 81, -53, -4551, -1465, 16447
[0:03:37.300000], -167, 73, -73, -4538, -1370, 16338
[0:03:37.400000], -176, 86, -65, -4456, -1318, 16312
[0:03:37.500000], -151, 92, -54, -4753, -1308, 16490
[0:03:37.600000], -156, 77, -57, -4676, -791, 16435
[0:03:37.700000], -165, 87, -74, -4899, -731, 16280
[0:03:37.800000], -170, 78, -78, -4933, -748, 16463
[0:03:37.900000], -165, 82, -59, -5034, -683, 16284
[0:03:38], -148, 94, -46, -4958, -447, 16247
[0:03:38.100000], -154, 102, -64, -4832, -349, 16387
[0:03:38.200000], -166, 88, -68, -4879, -664, 16339
[0:03:38.300000], -165, 83, -71, -5121, -603, 16391
[0:03:38.400000], -143, 102, -70, -5154, -80, 16363
[0:03:38.500000], -133, 100, -72, -5066, -29, 16290
[0:03:38.600000], -154, 111, -52, -4876, -136, 16462
[0:03:38.700000], -137, 99, -45, -5092, -91, 16275
[0:03:38.800000], -149, 103, -40, -5109, -120, 16394
[0:03:38.900000], -131, 116, -47, -5246, -156, 16326
[0:03:39], -144, 108, -64, -5083, 89, 16389
[0:03:39.100000], -129, 110, -41, -4902, 290, 16418
[0:03:39.200000], -127, 103, -54, -5059, 188, 16356
[0:03:39.300000], -116, 105, -53, -5047, 418, 16302
[0:03:39.400000], -124, 123, -60, -4918, 541, 16476
[0:03:39.500000], -130, 118, -44, -5136, 503, 16338
[0:03:39.600000], -125, 119, -46, -4684, 761, 16509
[0:03:39.700000], -135, 131, -34, -4989, 975, 16346
[0:03:39.800000], -132, 133, -42, -4689, 690, 16364
[0:03:39.900000], -102, 125, -57, -4886, 860, 16501
[0:03:40], -109, 107, -44, -4807, 994, 16235
[0:03:40.100000], -109, 119, -34, -4466, 916, 16444
[0:03:40.200000], -104, 113, -54, -4554, 1214, 16518
[0:03:40.300000], -99, 115, -32, -4527, 1390, 16407
[0:03:40.400000], -112, 138, -52, -4272, 1143, 16493
[0:03:40.500000], -97, 140, -30, -4242, 1176, 16506
[0:03:40.600000], -104, 117, -50, -4130, 1473, 16315
[0:03:40.700000], -91, 126, -35, -4151, 1412, 16364
[0:03:40.800000], -91, 124, -32, -4051, 1669, 16503
[0:03:40.900000], -104, 128, -22, -4228, 1527, 16481
[0:03:41], -104, 145, -40, -3978, 1630, 16382
[0:03:41.100000], -92, 123, -24, -3853, 1601, 16376
[0:03:41.200000], -77, 132, -27, -3902, 1972, 16392
[0:03:41.300000], -99, 125, -20, -3661, 1773, 16492
[0:03:41.400000], -92, 142, -35, -3678, 1861, 16495
[0:03:41.500000], -92, 131, -41, -3825, 2022, 16373
[0:03:41.600000], -63, 149, -29, -3652, 2155, 16491
[0:03:41.700000], -63, 130, -29, -3455, 2410, 16386
[0:03:41.800000], -85, 131, -37, -3336, 2190, 16265
[0:03:41.900000], -77, 126, -34, -3054, 2400, 16286
[0:03:42], -64, 147, -33, -3084, 2157, 16381
[0:03:42.100000], -70, 153, -31, -2852, 2443, 16268
[0:03:42.200000], -67, 147, -23, -2994, 2323, 16317
[0:03:42.300000], -62, 158, -7, -2809, 2269, 16368
[0:03:42.400000], -59, 129, -19, -2506, 2583, 16383
[0:03:42.500000], -64, 147, -5, -2711, 2737, 16391
[0:03:42.600000], -62, 149, -21, -2173, 2436, 16373
[0:03:42.700000], -34, 150, -19, -2291, 2636, 16264
[0:03:42.800000], -32, 138, -27, -2358, 2646, 16254
[0:03:42.900000], -46, 156, -16, -1874, 2763, 16294
[0:03:43], -41, 146, -1, -1933, 2844, 16358
[0:03:43.100000], -45, 162, -7, -1854, 2919, 16455
[0:03:43.200000], -43, 159, -26, -1536, 2990, 16402
[0:03:43.300000], -31, 158, -3, -1436, 2845, 16239
[0:03:43.400000], -20, 145, -21, -1476, 2993, 16443
[0:03:43.500000], -35, 147, -6, -1312, 2872, 16259
[0:03:43.600000], -29, 141, -2, -1093, 2979, 16410
[0:03:43.700000], -8, 163, -20, -1107, 3058, 16344
[0:03:43.800000], -17, 139, -14, -611, 2971, 16490
[0:03:43.900000], -16, 149, -10, -944, 2840, 16502
[0:03:44], -19, 154, -3, -650, 3215, 16262
[0:03:44.100000], -2, 143, -4, -604, 3227, 16324
[0:03:44.200000], -18, 138, -3, -176, 2854, 16394
[0:03:44.300000], 0, 139, 3, -149, 3243, 16407
[0:03:44.400000], 12, 145, -9, 0, 2847, 16365
[0:03:44.500000], -1, 135, -5, -86, 3140, 16450
[0:03:44.600000], 9, 158, -1, 511, 2945, 16404
[0:03:44.700000], 16, 141, 17, 659, 2973, 16419
[0:03:44.800000], 23, 141, 2, 657, 2966, 16336
[0:03:44.900000], 2, 161, -5, 566, 2862, 16346
[0:03:45], 11, 164, 2, 1054, 2882, 16488
[0:03:45.100000], 14, 141, 7, 896, 2902, 16390
[0:03:45.200000], 29, 143, 16, 1018, 3148, 16496
[0:03:45.300000], 17, 153, 19, 1426, 2998, 16466
[0:03:45.400000], 34, 156, -3, 1138, 2756, 16416
[0:03:45.500000], 31, 151, -1, 1335, 3099, 16398
[0:03:45.600000], 46, 159, 23, 1556, 2965, 16364
[0:03:45.700000], 33, 156, 21, 1904, 2968, 16375
[0:03:45.800000], 49, 152, 22, 1702, 2669, 16533
[0:03:45.900000], 31, 154, 18, 2044, 2911, 16490
[0:03:46], 37, 154, 29, 2290, 2489, 16484
[0:03:46.100000], 40, 131, 26, 2358, 2602, 16446
[0:03:46.200000], 36, 152, 22, 2424, 2540, 16404
[0:03:46.300000], 64, 142, 30, 2734, 2392, 16378
[0:03:46.400000], 69, 156, 19, 2435, 2497, 16485
[0:03:46.500000], 50, 149, 25, 3015, 2703, 16503
[0:03:46.600000], 50, 134, 12, 2788, 2614, 16283
[0:03:46.700000], 73, 142, 33, 3180, 2564, 16509
[0:03:46.800000], 56, 135, 33, 3305, 2297, 16392
[0:03:46.900000], 72, 138, 19, 3140, 2295, 16525
[0:03:47], 62, 139, 40, 3383, 2461, 16524
[0:03:47.100000], 60, 130, 12, 3267, 2222, 16506
[0:03:47.200000], 82, 138, 31, 3679, 2016, 16524
[0:03:47.300000], 81, 125, 38, 3543, 2098, 16270
[0:03:47.400000], 93, 147, 35, 3867, 1817, 16481
[0:03:47.500000], 69, 124, 21, 3868, 2168, 16367
[0:03:47.600000], 89, 135, 25, 3659, 1637, 16387
[0:03:47.700000], 100, 119, 46, 4169, 1661, 16516
[0:03:47.800000], 97, 134, 41, 4270, 1543, 16292
[0:03:47.900000], 93, 130, 20, 4044, 1804, 16389
[0:03:48], 89, 138, 31, 4058, 1628, 16422
[0:03:48.100000], 107, 126, 37, 4461, 1629, 16494
[0:03:48.200000], 115, 127, 35, 4338, 1604, 16453
[0:03:48.300000], 105, 119, 34, 4436, 1255, 16278
[0:03:48.400000], 93, 117, 48, 4462, 1321, 16286
[0:03:48.500000], 122, 114, 55, 4582, 1308, 16365
[0:03:48.600000], 122, 114, 52, 4633, 936, 16254
[0:03:48.700000], 120, 117, 43, 4673, 1083, 16486
[0:03:48.800000], 128, 126, 52, 4706, 1069, 16403
[0:03:48.900000], 132, 125, 36, 4617, 683, 16317
[0:03:49], 121, 120, 35, 4938, 796, 16359
[0:03:49.100000], 114, 116, 53, 4623, 858, 16250
[0:03:49.200000], 139, 117, 53, 5026, 700, 16247
[0:03:49.300000], 132, 125, 45, 4848, 448, 16388
[0:03:49.400000], 141, 113, 55, 4998, 506, 16456
